"Issues ID","Test ID","Best Practice ID","Date Added","Response ID","Document ID","URL Tested","Project ID","Project Name","Certainty","Priority","Line No.","Column No.","Issue Title","Issue Description","Error Snippet","Issue Signature","Viewport Location","Xpath","Standards","Reference"
"590cd6f92bb81e9a744d1336b46cbbef",227,1,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,5955,25,"This icon font has no accessible name.","The content for this item is an icon font. There is no other useful content in this element.  As a consequence, users of screen readers will not be able to understand what this icon font represents. Without an accessible name, this icon font has no semantic meaning and should be hidden from assistive techology.","<span class=""glyphicon glyphicon-chevron-left""></span>","898ae2cf4300808e5347473062abcad9","{""top-left"":{""x"":55.34375,""y"":250},""bottom-right"":{""x"":85.34375,""y"":280},""height"":30,""width"":30}","/html/body/div[1]/div[2]/div[2]/a[1]/span[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.1.1 Non-text Content","https://tenon.io/bestpractice.php?bpID=1&tID=227"
"6c31c440d5d20f2853ff47b2c7003a92",227,1,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,5959,25,"This icon font has no accessible name.","The content for this item is an icon font. There is no other useful content in this element.  As a consequence, users of screen readers will not be able to understand what this icon font represents. Without an accessible name, this icon font has no semantic meaning and should be hidden from assistive techology.","<span class=""glyphicon glyphicon-chevron-right""></span>","224e5228904c8ee1abb2c740299859d4","{""top-left"":{""x"":35.34375,""y"":250},""bottom-right"":{""x"":65.34375,""y"":280},""height"":30,""width"":30}","/html/body/div[1]/div[2]/div[2]/a[2]/span[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.1.1 Non-text Content","https://tenon.io/bestpractice.php?bpID=1&tID=227"
"36b09ee4972367aa1d96ac45ac9c1e98",144,14,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,91,2252,60,"This content's line height is insufficent to properly display the computed element font size.","This content's line height is insufficent to properly display the computed element font size. Line height that is less than 150% of the computed element font size limits content readability for people with dyslexia, low vision, cognitive impairments or learning disabilities. Set the `line-height` for this content to a value of 1.5 or higher. Using a proportional, unitless value like 1.5 or 150% will ensure that the line-height scales if the user zooms the browser window.","<body data-spy=""scroll"" data-target="".navbar"" data-offset=""50"">\n\n        <nav class=""navbar navbar-inverse navbar-fixed-top"">\n            <div class=""container-fluid"">\n                <div class=""navbar-header"">\n                  ","6806f975654dd681b6c4b9a6e535195a","{""top-left"":{""x"":0,""y"":0},""bottom-right"":{""x"":1024,""y"":3096.12},""height"":3096.12,""width"":1024}","/html/body","Web Content Accessibility Guidelines (WCAG) 2.0, Level AAA: 1.4.8 Visual Presentation","https://tenon.io/bestpractice.php?bpID=14&tID=144"
"9d1895ee40047ee3c5899c3f27548f03",13,53,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,94,4006,0,"This `<frame>` does not have a `title` attribute.","This `<frame>` element either has no `title` attribute, or a blank `title` attribute. When frames are used within a page (and do not contain the entire page content) they should always have a `title` to describe their content. Assistive technologies will announce the fact that the cursor is moving into a `<frame>`, and a descriptive `title` will give such users an overview of what the `<frame>` contains. Add the `title` attribute to any frames not hidden from users. The `title` content is exposed to assistive technologies, and lets users know they are in an `<frame>` and what that `<frame>`'s content is about.","<iframe class=""embed-responsive-item"" src=""https://www.youtube.com/embed/NPT4JIQDqO4"" allowfullscreen=""""></iframe>","eac5548b82b7bf4935f23127ad071fc5","{""top-left"":{""x"":0,""y"":0},""bottom-right"":{""x"":738,""y"":415.125},""height"":415.125,""width"":738}","/html/body/div[1]/div[2]/div[1]/iframe[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 2.4.1 Bypass Blocks,Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 4.1.2 Name, Role, Value,Web Content Accessibility Guidelines (WCAG) 2.0, Level AA: 1.4.4 Resize text","https://tenon.io/bestpractice.php?bpID=53&tID=13"
"ada2d8ea7728a0ef2f11b1a86a5e2b01",184,104,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,72,0,"These links are adjacent and point to the same destination.","These links are adjacent and point to the same destination. Repeated link announcements from screen readers and additonal tab stops for keyboards creates unnecessary impediments and frustration for users.   If the adjacent links are thematically connected, such as an image and a text link pointing to the same destination, wrapping them both in the same link. Depending on the content, it may also be appropriate to delete one of the links or, if the links are part of a group, to place them in a linked block-level element.","<a class=""left carousel-control"" href=""#myCarousel"" data-slide=""prev"">\n                        <span class=""glyphicon glyphicon-chevron-left""></span>\n                        <span class=""sr-only"">Previous</span>\n            ","ca9bdd6abf6e508af8231542717807a0","{""top-left"":{""x"":0,""y"":0},""bottom-right"":{""x"":110.688,""y"":500},""height"":500,""width"":110.688}","/html/body/div[1]/div[2]/div[2]/a[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 2.4.4 Link Purpose (In Context),Web Content Accessibility Guidelines (WCAG) 2.0, Level AAA: 2.4.9 Link Purpose (Link Only)","https://tenon.io/bestpractice.php?bpID=104&tID=184"
"c8c3a604d325ed66e4e061cd8795bd59",184,104,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,73,0,"These links are adjacent and point to the same destination.","These links are adjacent and point to the same destination. Repeated link announcements from screen readers and additonal tab stops for keyboards creates unnecessary impediments and frustration for users.   If the adjacent links are thematically connected, such as an image and a text link pointing to the same destination, wrapping them both in the same link. Depending on the content, it may also be appropriate to delete one of the links or, if the links are part of a group, to place them in a linked block-level element.","<a class=""right carousel-control"" href=""#myCarousel"" data-slide=""next"">\n                        <span class=""glyphicon glyphicon-chevron-right""></span>\n                        <span class=""sr-only"">Next</span>\n              ","6de1abbaaa2623e507f737a409b7d782","{""top-left"":{""x"":627.3125,""y"":0},""bottom-right"":{""x"":738.0005,""y"":500},""height"":500,""width"":110.688}","/html/body/div[1]/div[2]/div[2]/a[2]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 2.4.4 Link Purpose (In Context),Web Content Accessibility Guidelines (WCAG) 2.0, Level AAA: 2.4.9 Link Purpose (Link Only)","https://tenon.io/bestpractice.php?bpID=104&tID=184"
"feb172d06d21cf2257bb2dba323e6a26",163,132,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,73,0,"The headers in this `<table>` don't exist or are not correctly structured.","This `<table>` does not have headers structured to meaningfully convey the relationship between header cells and data cells. A `<table>` without structural markup to differentiate and properly link header and data cells creates accessibility barriers for user of assistive technology including screen readers, which rely on headers to give users proper context, and custom stylesheets, which rely on headers to render tabular data in accessible formats. For simple tables, use the `scope` attribute to declare the scope of the header (usually `row` or `col`). For a complex table, identify the relationship using `id` and `headers` attributes. The `<th>` element should have an `id` attribute. The corresponding data cells should have `header` attribute values that correspond to the relevant `<th>` element's `id`.","<table>\n                    <tbody><tr>\n                        <th>Month</th>\n                        <th>Savings</th>\n                        <th>Savings</th>\n\n                    </tr>\n      ","575e052c0cc6e55ce0aa9407b66ceb86","{""top-left"":{""x"":143,""y"":1781},""bottom-right"":{""x"":881,""y"":2041},""height"":260,""width"":738}","/html/body/div[1]/div[2]/table[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.3.1 Info and Relationships","https://tenon.io/bestpractice.php?bpID=132&tID=163"
"66764ff2a5633cdb2801b40407bf8c20",206,132,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,73,4497,"This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.","This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.  Users of assistive technology rely on the `<th>` elements of a `<table>` to obtain information necessary to understand the table.  Either the `scope` attribute should be applied to the `<th>` with an appropriate value, or `id` and `headers` attributes should be used to programmatically connect the appropriate header and data cells.","<th>Month</th>","a60351af3a446aef2885b62908611af1","{""top-left"":{""x"":0,""y"":0},""bottom-right"":{""x"":359,""y"":19},""height"":19,""width"":359}","/html/body/div[1]/div[2]/table[1]/tr[1]/th[1]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.3.1 Info and Relationships","https://tenon.io/bestpractice.php?bpID=132&tID=206"
"17d6516f80edc394f42f9d42eb584334",206,132,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,3048,28,"This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.","This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.  Users of assistive technology rely on the `<th>` elements of a `<table>` to obtain information necessary to understand the table.  Either the `scope` attribute should be applied to the `<th>` with an appropriate value, or `id` and `headers` attributes should be used to programmatically connect the appropriate header and data cells.","<th>Savings</th>","48b6443ef73953f60320825ff15a366a","{""top-left"":{""x"":377,""y"":0},""bottom-right"":{""x"":582,""y"":19},""height"":19,""width"":205}","/html/body/div[1]/div[2]/table[1]/tr[1]/th[2]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.3.1 Info and Relationships","https://tenon.io/bestpractice.php?bpID=132&tID=206"
"95319e4be88306b0d1e98de40ed79fa8",206,132,"2020-02-18T18:38:01.122Z","a255bcbd8d8deaa705b23a9c323b29f3","435D5F9D-2370-121E-5CD1-0A8ECBF9","https://tenon.io/api/file.php?docID=435D5F9D-2370-121E-5CD1-0A8ECBF9&store","0C6B16F6-AD99-FC70-4627-ED3BD035","Still to come!",100,100,4699,0,"This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.","This `<th>` element is not marked up to associate the `<table>` header cell with related data cells.  Users of assistive technology rely on the `<th>` elements of a `<table>` to obtain information necessary to understand the table.  Either the `scope` attribute should be applied to the `<th>` with an appropriate value, or `id` and `headers` attributes should be used to programmatically connect the appropriate header and data cells.","<th>Savings</th>","da15fefe3b2ae8db3b1649c81a7c7c7b","{""top-left"":{""x"":600,""y"":0},""bottom-right"":{""x"":719,""y"":19},""height"":19,""width"":119}","/html/body/div[1]/div[2]/table[1]/tr[1]/th[3]","Web Content Accessibility Guidelines (WCAG) 2.0, Level A: 1.3.1 Info and Relationships","https://tenon.io/bestpractice.php?bpID=132&tID=206"
